Business Name,Category,Address,City,County,State,Zip,Phone,Call first?,Website,Email,Facebook,Instagram,Hours,Months Open,Products,Certified Organic,SNAP,ADA Accessible,Notes,Latitude,Longitude
Kokopelli Farm Market,Other,860 Rapid Creek Rd,Palisade,Mesa,CO,81526,(970) 464-4991,,www.kokopelliproduce.com,,,,,"June, July, August, September, October","Apples, Apricots, Bell Peppers, Cantaloupe, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Onions, Peaches, Pears, Peas, Pinto Beans, Pumpkins, Strawberries, Sweet Corn, Tomatoes, Watermelon, Zucchini, Squash, Beef, Jerky, Pork, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn",Yes,No,Yes,,39.129065999999995,-108.3239775
Pueblo Farmers Market,Farmers' Market,1604 N Santa Fe Ave,Pueblo,Pueblo,CO,81001,(719) 778-6041,No,pueblofarmersmarket.org,pueblofarmersmarket@gmail.com,https://www.facebook.com/PuebloFarmerMarket,https://www.instagram.com/pueblofarmersmarket,"Sat: 7:30am - Noon, except for select Eastside Pop-ups","May, June, July, August, September, October","Apples, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Cauliflower, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Grapes, Green Beans, Herbs, Honeydew, Lettuce, Microgreens, Mushrooms, Okra, Onions, Peaches, Pears, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Watermelon, Zucchini, Beef, Lamb, Pork, Poultry, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"We gladly accept SNAP, Double Up, CO SNAP Produce Bonus and PowerUp Protein",38.28128944458684,-104.60723501749888
Growing Gardens,CSA Farm,1630 Hawthorn Avenue,Boulder,Boulder,CO,80304,(303) 443-9952,Yes,https://growinggardens.org/,info@growinggardens.org,@growinggardensboulder,@growinggardensboulder,Wed: Boulder - 3:30 p.m. - 6:30 p.m.,"May, June, July, August, September, October, November","Apples, Beets, Bell Peppers, Broccoli, Cabbage, Carrots, Cauliflower, Cherries, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Mushrooms, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Squash, Sweet Corn, Tomatoes, Turnips, Zucchini, Beef, Lamb, Pork, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles",No,Yes,Yes,Growing Gardensâ€™ mission is to enrich the lives of our community through regenerative urban agriculture. Growing Gardens practices regenerative agriculture to ensure the long term viability of our land and water resources to feed future generations.,40.034745000000015,-105.2764335
Growing Gardens,Other,950 Lashely Street,Longmont,Boulder,CO,80504,(303) 443-9952,Yes,https://growinggardens.org/,,@growinggardensboulder,@growinggardensboulder,Wed: Longmont - 4:00 p.m. - 6:00 p.m.,"July, August, October, September","Beets, Bell Peppers, Broccoli, Cabbage, Carrots, Chile Peppers, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Onions, Peas, Potatoes, Radishes, Squash, Tomatoes, Turnips, Zucchini",No,Yes,Yes,Growing Gardensâ€™ mission is to enrich the lives of our community through regenerative urban agriculture. Growing Gardens practices regenerative agriculture to ensure the long term viability of our land and water resources to feed future generations.,40.174965000000014,-105.0873885
Chinampas,Garden Center / Greenhouse,16105 County Road 18,Cortez,Montezuma,CO,81321,(970) 317-0774,Yes,https://www.chinampas.org,seth@chinampas.org,https://www.facebook.com/ChinampasCO,https://www.instagram.com/chinampasco/,,"January, February, March, April, May, June, July, August, September, October, November, December","Chile Peppers, Mushrooms, Lettuce, Tomatoes, Tilapia, Blue Gill, Depends on what we are powering our system with at the time",No,No,No,"Chinampas is a Southwest Colorado farm focused on growing fresh, high-quality mushrooms year-round. We pair mushroom cultivation with aquaponics to produce clean, nutrient-dense food using minimal waste. Our goal is to strengthen the local food system with reliable, sustainably grown products.",37.443312000000006,-108.7195275
Switch Gears Farm,CSA Farm,13850 N 87th Street,Longmont,Boulder,CO,80503,(720) 442-0731,Yes,https://www.switchgearsfarm.com,yourfarmer@switchgearsfarm.com,,https://www.instagram.com/switchgearsfarm,Sat: 8AM - 1PM (City Park Farmers Market); Sun: 9AM - 1PM (Lafayette Farmers Market),"May, June, July, August, September, October, November, April","Cucumbers, Chile Peppers, Cauliflower, Celery, Carrots, Cabbage, Brussels Sprouts, Bell Peppers, Beets, Broccoli, Eggplant, Garlic, Green Beans, Herbs, Kale, Leeks, Lettuce, Okra, Onions, Peas, Potatoes, Pumpkins, Radishes, Spinach, Squash, Strawberries, Tomatoes, Turnips, Zucchini",No,Yes,No,"Switch Gears Farm is a small-scale farm, primarily focused on high-quality produce and soil health - we do not use pesticides or synthetic fertilizers. You can find us at farmers markets or send an email - we do not have a farmstand at the farm. We also sell to chefs, small retailers, non-profits, and schools.",40.225787999999994,-105.1447995
Rio Grande Organic Growers COOP,U-Pick,6935 CO HWY 17,Alamosa,Alamosa,CO,81101,(720) 237-8319,Yes,www.riograndegrowers.com,riograndeorganicgrowers@gmail.com,https://www.facebook.com/RioGrandeOrganicGrowersCoop,,Wed: 3pm-7pm,"June, July, August, September","Beets, Cabbage, Carrots, Cucumbers, Garlic, Herbs, Kale, Lettuce, Onions, Peas, Pinto Beans, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Tomatoes",No,Yes,Yes,"The Rio Grande Growers are a farmer cooperative that cultivates about 5 acres located at the Rio Grande Farm Park in Alamosa, CO.  We do not use any pesticides or chemicals on our plants, only natural organic compost and weed by hand in small acre plots. From July to September we sell fresh produce and herbs to markets.",37.475037,-105.857676
Tuff's Ranch,Agritourism,5055 S COUNTY ROAD 137,Bennett,Arapahoe,CO,80102,(720) 263-2279,Yes,www.TuffsRanch.com,tuffsranch@gmail.com,www.facebook.com/TuffsRanch,https://www.instagram.com/TuffsRanchco,,"July, June, May, August, September",Beef,No,No,No,A familyâ€‘run working ranch and animal rescue offering quiet RV stays and authentic Western charm on the plains of eastern Colorado.,39.62369699999999,-104.4189945
Lavender Association of Colorado,Agritourism,PO Box 582,Palisade,Mesa,CO,81526,,,www.ColoradoLavender.org,info@coloradolavender.org,www.facebook.com/ColoradoLavender,www.instagram.com/ColoradoLavender,Fri: 9 a.m. - 4 p.m.; Sat: 9 a.m. - 4 p.m. and 6 p.m.- 10 p.m.; Sun: 10 a.m. - 4 p.m.,June,"Herbs, Lavender, Handcrafted Gifts",No,No,Yes,Please see email.,39.10460150000006,-108.36254049999997
Louisville Farmers Market,Farmers' Market,824 Front Street,Louisville,Boulder,CO,80027-1015,(303) 902-2451,Yes,realfarmersmarketco.com,kellyenterprisesltd@gmail.com,https://www.facebook.com/LouisvilleFarmersMarket/,realfarmersmarket,Sat: 9am - 1pm,"May, June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Pork, Sausage, Alaskan Salmon, Crab and Cod, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Juices, Handcrafted Gifts",No,Yes,Yes,"Weekly farmers market featuring Colorado-grown fruits, vegetables, eggs, and meat. Live music, dog friendly and plenty of ready to consume breakfast and lunch offerings.",39.97841016900003,-105.13075826899995
Salida Farmers Market,Farmers' Market,404 E Street,Salida,Chaffee,CO,81201,(719) 207-5787,No,foodshedalliance.com,info@foodshedalliance.com,Foodshed Alliance,salida_farmers_market,Sat: 8 am - 12 pm,"June, July, August, September, October","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Okra, Onions, Pears, Peaches, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Jerky, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices, Christmas Trees, Handcrafted Gifts",No,Yes,Yes,"Salidaâ€™s Farmers Market takes place at Alpine Park, a centrally located 2-acre park adjacent to Salidaâ€™s vibrant downtown. Filled with grass and trees, Alpine Park provides an easy and ideal retreat. This community-focused event invites you to fill your basket with fresh local food and connect with the community!",38.53305197700007,-105.99330412699999
Gunnison Farmers Market,Farmers' Market,Main and Virginia,Gunnison,Gunnison,CO,81230,(970) 648-0580,No,www.gunnisonfarmersmarket.org,gunnyfarmersmarket@gmail.com,Gunnison Farmers Market,gunnisonfarmersmarket,Sat: 9:30 a.m. - 1 p.m.,"June, July, August, September, October","Apples, Apricots, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Carrots, Cauliflower, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Grapes, Herbs, Kale, Honeydew, Leeks, Lettuce, Microgreens, Onions, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Zucchini, Pork, Poultry, Sausage, Beef, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts, Rum, Local wine",No,Yes,Yes,"Seasonal farmers market in downtown Gunnison featuring an array of produce, meats, alcoholic and non alcoholic beverages, fresh baked goods including sourdough bread, jewelry, photography, clothing, and other artisan goods. Live music in IOOF Park.",38.54550198600003,-106.92689802799998
The Farm Collaborative,Garden Center / Greenhouse,200 Agricultural Way,Aspen,Pitkin,CO,81611,(970) 900-3276,,farmco.org,liz@farmco.org,,@thefarmcollaborative,,"January, February, March, April, May, June, July, August, September, October, November, December","Carrots, Beets, Chile Peppers, Brussels Sprouts, Cabbage, Garlic, Herbs, Kale, Microgreens, Onions, Mushrooms, Lettuce, Leeks, Radishes, Tomatoes, Turnips, Spinach, Figs, Beef, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Cider, Juices, Handcrafted Gifts",No,Yes,Yes,"The Farm Co Market at the Farm Collaborative features regenerative produce sourced within 100 miles, complemented by our booth at the Aspen Farmers Market. Beyond retail, we empower our community through farmer training, tours, and the 2Forks Club, which provides critical 0% interest loans to local producers.",39.19754720000003,-106.83523289999994
Antelope Creek Ranch Wagyu,On-Farm / Ranch Sales,Online Sales Only,Wiggins,Morgan,CO,80654,(720) 318-9921,Yes,www.antelopecreekranchwagyu.com,antelopecreekranch@yahoo.com,www.facebook.com/antelopecreekranchwagyu,www.instagram.com/antelopecreekranchwagyu,,"December, November, October, September, August, July, June, May, April, February, March, January","Beef, Jerky, Sausage, Skin Care Wagyu Beef Tallow",No,No,No,"Antelope Creek Ranch Wagyu is a small family-owned Wagyu Beef Ranch in Wiggins, Colorado, specializing in Full-Blood Japanese Wagyu Genetics.",40.16788420000006,-104.05642849999998
Alamosa Farmers' Market,Farmers' Market,Corner of 6th and Ross,Alamosa,Alamosa,CO,81101,(719) 849-1083,No,https://www.alamosafarmersmarket.org/,alamosafarmersmarket@gmail.com,https://www.facebook.com/alamosafarmersmarket,alamosa_farmers_market,Sat: 8 am - 1:30 pm,"July, August, September, October","Apples, Apricots, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Cauliflower, Carrots, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Kale, Lettuce, Mushrooms, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Buffalo, Jerky, Lamb, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Handcrafted Gifts",No,Yes,No,"The Alamosa Farmers' Market is the San Luis Valley's largest and oldest market.  A Downtown community event on Saturdays from July through October we offer local foods, hand crafted goods, live music, activities for kids, and community engagement opportunities.  An affordable market with Valley flavor.",37.46711599500003,-105.87013198299996
Market on the Plaza,Farmers' Market,Heritage Plaza,Mountain Village,San Miguel,CO,81435,(970) 369-8606,No,www.marketontheplaza.com,marketontheplaza@mtnvillage.org,www.facebook.com/townofmountainvillage,@townofmountainvillage,Wed: 11 a.m. - 4 p.m.,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Cabbage, Cantaloupe, Carrots, Cherries, Cucumbers, Green Beans, Herbs, Kale, Lettuce, Microgreens, Nectarines, Onions, Peaches, Eggplant, Garlic, Pumpkins, Potatoes, Radishes, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Lamb, Pork, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Popcorn, Pickles, Cider, Juices, Handcrafted Gifts, Free Wine Tastings",No,No,Yes,"June 10 - September 9, 2026
Located in the heart of Mountain Village
Free family friendly entertainment daily",37.936061100000074,-107.84798519999998
Dillon Farmers Market,Farmers' Market,275 LaBonte Street,Dillon,Summit,CO,80435,(970) 468-2403,No,https://www.townofdillon.com/events/dillon-farmers-market,farmersmarket@townofdillon.com,https://www.facebook.com/dillonfarmersmarket,https://www.instagram.com/dillonfarmersmarket/,Fri: 9 a.m. to 2 p.m.,"June, July, August, September","Peaches, Mushrooms, Sweet Corn, Buffalo, Beef, Jerky, Baked Goods, Cheese, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"Join us Fridays from June 5 through September 25, as 100+ vendors offer Colorado produce, cheeses, treats, gifts and more at the Dillon Farmers Market. Live music and food trucks add to a fun atmosphere for all ages.",39.629128096000045,-106.04338499099998
Hazel Dell Mushrooms,On-Farm / Ranch Sales,3925 E County Rd 32,Fort Collins,Larimer,CO,80528,(970) 624-7884,No,www.hazeldellmushrooms.com,info@hazeldellmushrooms.com,https://www.facebook.com/hazeldellmushrooms,https://www.instagram.com/hazeldellmushrooms/,Mon: 9am - 5pm; Tue: 9am - 5pm; Wed: 9am - 5pm; Thu: 9am - 5pm; Fri: 9am - 5pm,"January, February, March, April, May, June, July, August, September, October, November, December","Mushrooms, Handcrafted Gifts",Yes,Yes,Yes,"Hazel Dell is Colorado's premier exotic mushroom grower. Established in 1997, the farm is family owned and operated and produces the highest quality certified organic culinary mushrooms. The farm store offers up to 12 different varieties of fresh, dried and powdered mushrooms and inspired goodies.",40.479518478000045,-105.00410301799997
Mutual Dream Farm,On-Farm / Ranch Sales,PO Box 982,Bailey,Park,CO,80421,(720) 315-4761,Yes,www.mutualdreamfarm.com,Mutualdreamfarm@gmail.com,www.facebook.com/MutualDreamFarm,@mutualdreamfarm,,"March, May, June, April, July, August, September, October, November, December, February, January",Goat,No,No,No,"Mutual Dream Farm, nestled in Bailey, Colorado, is committed to providing sustainably raised, nutritious food and natural, homemade goods while enhancing the environment through soil-building permaculture practices. We offer a variety of farm-fresh products, including chicken eggs, goat meat, lamb,",39.446168500000056,-105.46000419999996
Nieslanik Beef,Roadside Market,761 Ranch View Drive,CARBONDALE,Garfield,CO,81623,(970) 963-1644,Yes,nieslanikbeef.com,orders@nieslanikbeef.com,Nieslanik Beef,Nieslanik Beef,Mon: 8am - 5pm; Tue: 8am - 5pm; Wed: 8am - 5pm; Thu: 8am - 5pm; Fri: 8am - 5pm; Sat: 8am - 5pm; Sun: 9am - 11am,"January, February, March, April, May, June, July, August, September, October, November, December","Beef, Jerky, Lamb, Pork, Sausage, Nieslanik Beef can deliver in their supper cool refrigerated truck",No,No,Yes,Nieslanik Beef is a 4th generation ranching business.  We supply individual cuts and wholes/halves to locals.  We sell wholesale to restaurants and schools and have the ability to deliver.  Special orders are not a problem.,39.38888598200003,-107.18921396299999
Orchard Farmers MArket,Farmers' Market,14535 S Delaware Street #150,Westminster,Adams,CO,80023,(720) 515-0431,No,www.orchardfarmersmarket.com,abmarketcolorado@gmail.com,Orchard Farmers Market,@TheOrchardFarmersMarket,Sun: 9 a.m. - 2 p.m.,"June, July, August, September","Apples, Apricots, Asparagus, Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Okra, Onions, Nectarines, Peaches, Pears, Peas, Plums, Potatoes, Pumpkins, Radishes, Raspberries, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Pork, Sausage, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"The Orchard Farmers Market features 50+ market vendors each Sunday in the Macy's parking lot at the Orchard Town Center off 144th and I25. Join us for produce, food items, baked goods, beverages, crafts and more!",39.96106256300004,-104.99162420899995
McWiggly Worm Farm LLC,Other,Pueblo West,Pueblo West,Pueblo,CO,81007,(719) 470-2920,Yes,,mcwiggly719@gmail.com,https://www.facebook.com/profile.php?id=61558386928695,,,"March, April, May, June, July, August, September, October","Composting worms, fishing worms, worm castings and worm casting tea/extract",No,No,Yes,"We are a local, home-based worm farm. We raise and sell composting and fishing worms. We also sell worm castings and worm casting tea/extract. Worm castings and worm casting tea are one of the best, all natural soil inputs for anything with roots.",38.30314909300006,-104.69408264899994
Wolf Creek Fresh,Farmers' Market,6625 Wolf Creek Road,Strasburg,Adams,CO,80136,(720) 288-0829,Yes,Www.wolfcreekfresh.com,charlie@wokfcreekfresh.com,Wolf Creek Fresh,Wolf Creek Fresh,Mon: By appointment; Sat: By appointment,"May, June, July, August, September, October, November","Beets, Bell Peppers, Broccoli, Cabbage, Cantaloupe, Carrots, Celery, Chile Peppers, Cucumbers, Garlic, Eggplant, Green Beans, Herbs, Honeydew, Kale, Lettuce, Onions, Peaches, Pears, Peas, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Tomatoes, Turnips, Watermelon, Zucchini, Goat, Eggs, Baked Goods, Jams, Soup, bread, and cookie mixes in mason jars",No,Yes,No,"Family-owned and operated in Strasburg, Wolf Creek Fresh is dedicated to providing 100% natural, free-range, and regeneratively farmed food. We offer a variety of fresh seasonal produce, free-range eggs, and specialty items. We can accept Snap/EBT benefits at the Bennett Farmersâ€™ Market only. Visit our website.",39.594657790350176,-104.36133305987643
Padilla Prouce Inc.,Roadside Market,2990 State Highway 207,Manzanola,Crowley,CO,18951,(719) 641-2063,,https://www.padillaproduceinc.com/,rpadilla2@padillaproduceinc.com,,,,"August, September, October","Bell Peppers, Cantaloupe, Chile Peppers, Chile - Roasted, Cucumbers, Honeydew, Onions, Pumpkins, Tomatoes, Watermelon, Squash, Zucchini, Chirstmas melons, yellow canary mellon, seedless watermelon (yellow and Red), heirloom pumpkins",No,Yes,Yes,"Padilla Produce Inc. is a family-owned farm market with locations in Manzanola and Colorado Springs, offering wholesale and direct-to-consumer fresh produce through farmers markets, including watermelons, cantaloupe, peppers, onions, and alfalfa. We provide affordable, high-quality produce.",38.155659540000045,-103.85669892699997
Pope Farms Produce & Garden Center LLC,Roadside Market,6501 W 28th St,Greeley,Weld,CO,80634,(970) 590-9124,No,Popefarmsproduce.com,Popefarm@hotmail.com,Pope Farms Produce,,Mon: 9 am-6 pm; Tue: 9 am-6 pm; Wed: 9 am-6 pm; Thu: 9 am-6 pm; Fri: 9 am-6 pm; Sat: 9 am-6 pm; Sun: 10 am - 4pm,"April, May, June, July, August, September, October, November, December","Apricots, Apples, Asparagus, Beets, Bell Peppers, Broccoli, Brussels Sprouts, Cabbage, Cantaloupe, Carrots, Cauliflower, Celery, Cherries, Chile Peppers, Chile - Roasted, Cucumbers, Eggplant, Garlic, Green Beans, Herbs, Honeydew, Kale, Leeks, Lettuce, Mushrooms, Nectarines, Okra, Onions, Peaches, Pears, Peas, Pinto Beans, Plums, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Strawberries, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Sausage, Jams, Jellies, Pickles, Popcorn, Honey, Eggs, Cheese, Cider, Juices, Christmas Trees, Handcrafted Gifts",No,Yes,Yes,"We are a seasonal outlet for everything that grows in Colorado.  We offer local produce and plants, and fresh cut Christmas trees and wreaths.",40.392765,-104.784993
Mershops Market Days at Town Center Aurora (Presented by Grateful Garden llc),Roadside Market,Food Court Parking lot 14200 E Alameda Ave,Aurora,Denver,CO,80012,(720) 619-0619,No,Gvrfarmersmarket.com,katrina@gratefulgardenllc.com,https://www.facebook.com/gratefulgardenllc,https://www.instagram.com/gratefulgarden/,Sat: 10 am - 2pm,"June, July, August, September","Cherries, Chile Peppers, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Okra, Nectarines, Peaches, Spinach, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cheese, Cider",No,Yes,Yes,"Mershops Town Center at Aurora is more than a shopping destination - itâ€™s where the community connects.
For the last couple years, the has Mershops has been transforming the mall as  gathering place where neighbors connect, local businesses grow, and families build traditions. The Market is an extension of this!",39.707505,-104.8238775
Painted Prairie Open Air Markets (Presented by Grateful Garden llc),Farmers' Market,High Prairie Park E 59th Pl & N Orleans St,Aurora,Denver,CO,80019,(720) 619-0619,No,gratefulgardenllc.com,katrina@gratefulgardenllc.com,https://www.facebook.com/gratefulgardenllc,https://www.instagram.com/gratefulgarden/,Sat: 9 am - 1pm and October fest is 10 am - 3 pm,"June, July, August, September, October","Cherries, Chile Peppers, Peaches, Herbs, Leeks, Lettuce, Microgreens, Mushrooms, Nectarines, Spinach, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Cider, Juices",No,Yes,Yes,"A seasonal outdoor market and community gathering at High Prairie Park featuring local vendors, themed events, and family-friendly programming.",39.80299080700007,-104.73660430199999
Bennett Summer Pop-up Market,Farmers' Market,200 W Marketplace Dr,"Bennett,",Adams,CO,80102,(505) 490-5141,Yes,,admin@agfoodlab.org,,@agfoodlab,Sat: 9 am - 12 pm,"July, August, September","Apples, Beets, Bell Peppers, Broccoli, Cabbage, Carrots, Chile Peppers, Cucumbers, Green Beans, Herbs, Kale, Lettuce, Microgreens, Okra, Onions, Peaches, Pears, Pinto Beans, Potatoes, Pumpkins, Radishes, Spinach, Squash, Sweet Corn, Tomatoes, Zucchini, Beef, Lamb, Pork, Jams, Jellies, Pickles, Baked Goods, Eggs",No,Yes,Yes,"This small pop-up market aims to increase local access to produce grown in Colorado, in particular for farmers and food producers along the I-70 corridor! You'll find us in the parking lot behind the Muegge House.",39.74168062000007,-104.43662430399996
Yampa Valley Foods,Farmers' Market,35 11th Street,Steamboat Springs,Routt,CO,80487,(970) 879-4370,,https://communityagalliance.org/programs/valley-foods/,katie@communityagalliance.org,https://www.facebook.com/AgAlliance/,https://www.instagram.com/agalliance/,Mon: 10:00am - 5:30pm; Tue: 10:00am - 5:30pm; Wed: 10:00am - 5:30pm; Thu: 10:00am - 5:30pm; Fri: 10:00am - 5:30pm; Sat: 10:00am - 4:00pm,"January, February, March, April, May, June, July, August, September, October, November, December","Apples, Apricots, Beets, Bell Peppers, Brussels Sprouts, Cabbage, Carrots, Cauliflower, Celery, Cherries, Cucumbers, Garlic, Herbs, Kale, Leeks, Lettuce, Microgreens, Mushrooms, Onions, Peaches, Pears, Peas, Potatoes, Pumpkins, Radishes, Rhubarb, Spinach, Squash, Sweet Corn, Tomatoes, Turnips, Watermelon, Zucchini, Beef, Buffalo, Jerky, Lamb, Pork, Poultry, Sausage, Baked Goods, Cheese, Eggs, Honey, Jams, Jellies, Pickles, Popcorn, Juices, Handcrafted Gifts",No,No,Yes,"Yampa Valley Foods is a nonprofit marketplace that brings locally raised, grown, and produced goods to the people of the Yampa Valley. We offer a year-round selection of beef, pork, lamb, chicken, eggs, honey, cheese, seasonal veggies, and more and work with over 80 local producers.",40.48757389900004,-106.83857567999996
